,dt_iso,temp_f,pressure,humidity,weather_main
13827,2016-05-01 07:00:00 +0000 UTC,54.37,1012,72,Clouds
13828,2016-05-01 08:00:00 +0000 UTC,53.69,1012,72,Haze
13829,2016-05-01 09:00:00 +0000 UTC,52.63,1012,72,Haze
13830,2016-05-01 09:00:00 +0000 UTC,52.63,1012,72,Mist
13831,2016-05-01 10:00:00 +0000 UTC,51.84,1011,77,Mist
13832,2016-05-01 11:00:00 +0000 UTC,51.73,1012,72,Mist
13833,2016-05-01 12:00:00 +0000 UTC,51.06,1012,81,Clouds
13834,2016-05-01 13:00:00 +0000 UTC,52.57,1013,76,Clouds
13835,2016-05-01 14:00:00 +0000 UTC,55.09,1013,82,Haze
13836,2016-05-01 14:00:00 +0000 UTC,55.09,1013,82,Mist
13837,2016-05-01 15:00:00 +0000 UTC,58.17,1014,72,Haze
13838,2016-05-01 16:00:00 +0000 UTC,60.31,1014,63,Mist
13839,2016-05-01 16:00:00 +0000 UTC,60.31,1014,63,Haze
13840,2016-05-01 17:00:00 +0000 UTC,61.92,1014,63,Haze
13841,2016-05-01 18:00:00 +0000 UTC,63.37,1015,59,Haze
13842,2016-05-01 19:00:00 +0000 UTC,64.98,1014,52,Haze
13843,2016-05-01 20:00:00 +0000 UTC,66.56,1014,55,Clouds
13844,2016-05-01 21:00:00 +0000 UTC,68.25,1014,59,Clouds
13845,2016-05-01 22:00:00 +0000 UTC,67.89,1014,56,Clouds
13846,2016-05-01 23:00:00 +0000 UTC,67.44,1014,59,Haze
13847,2016-05-02 00:00:00 +0000 UTC,65.98,1014,63,Haze
13848,2016-05-02 01:00:00 +0000 UTC,63.86,1014,63,Haze
13849,2016-05-02 02:00:00 +0000 UTC,61.63,1015,67,Haze
13850,2016-05-02 03:00:00 +0000 UTC,59.25,1015,67,Clouds
13851,2016-05-02 04:00:00 +0000 UTC,57.36,1016,67,Clouds
13852,2016-05-02 05:00:00 +0000 UTC,56.95,1017,77,Haze
13853,2016-05-02 06:00:00 +0000 UTC,56.66,1016,77,Clouds
13854,2016-05-02 07:00:00 +0000 UTC,55.99,1017,72,Clouds
13855,2016-05-02 08:00:00 +0000 UTC,55.2,1017,72,Mist
13856,2016-05-02 09:00:00 +0000 UTC,55.15,1017,72,Mist
13857,2016-05-02 10:00:00 +0000 UTC,53.89,1016,77,Mist
13858,2016-05-02 11:00:00 +0000 UTC,52.9,1016,77,Mist
13859,2016-05-02 12:00:00 +0000 UTC,52.52,1016,82,Mist
13860,2016-05-02 13:00:00 +0000 UTC,51.98,1016,76,Mist
13861,2016-05-02 13:00:00 +0000 UTC,51.98,1016,76,Fog
13862,2016-05-02 14:00:00 +0000 UTC,56.03,1017,77,Mist
13863,2016-05-02 15:00:00 +0000 UTC,60.55,1017,72,Clouds
13864,2016-05-02 16:00:00 +0000 UTC,63.73,1017,68,Haze
13865,2016-05-02 17:00:00 +0000 UTC,66.9,1017,63,Haze
13866,2016-05-02 18:00:00 +0000 UTC,69.49,1017,56,Haze
13867,2016-05-02 19:00:00 +0000 UTC,71.19,1016,56,Haze
13868,2016-05-02 20:00:00 +0000 UTC,71.26,1016,56,Haze
13869,2016-05-02 21:00:00 +0000 UTC,70.52,1016,60,Haze
13870,2016-05-02 22:00:00 +0000 UTC,69.55,1016,60,Haze
13871,2016-05-02 23:00:00 +0000 UTC,69.64,1016,64,Haze
13872,2016-05-03 00:00:00 +0000 UTC,67.3,1015,60,Haze
13873,2016-05-03 01:00:00 +0000 UTC,65.48,1015,68,Haze
13874,2016-05-03 02:00:00 +0000 UTC,63.93,1015,68,Haze
13875,2016-05-03 03:00:00 +0000 UTC,61.23,1016,72,Clouds
13876,2016-05-03 04:00:00 +0000 UTC,59.94,1016,77,Haze
13877,2016-05-03 05:00:00 +0000 UTC,58.87,1017,77,Mist
13878,2016-05-03 06:00:00 +0000 UTC,58.06,1017,77,Mist
13879,2016-05-03 07:00:00 +0000 UTC,57.25,1016,77,Mist
13880,2016-05-03 08:00:00 +0000 UTC,56.62,1016,77,Mist
13881,2016-05-03 09:00:00 +0000 UTC,56.37,1015,77,Mist
13882,2016-05-03 10:00:00 +0000 UTC,55.89,1015,82,Haze
13883,2016-05-03 10:00:00 +0000 UTC,55.89,1015,82,Mist
13884,2016-05-03 11:00:00 +0000 UTC,55.58,1015,82,Mist
13885,2016-05-03 12:00:00 +0000 UTC,56.48,1015,82,Mist
13886,2016-05-03 13:00:00 +0000 UTC,56.43,1015,77,Haze
13887,2016-05-03 13:00:00 +0000 UTC,56.43,1015,77,Mist
13888,2016-05-03 14:00:00 +0000 UTC,58.05,1015,77,Mist
13889,2016-05-03 14:00:00 +0000 UTC,58.05,1015,77,Haze
13890,2016-05-03 15:00:00 +0000 UTC,61.48,1015,72,Haze
13891,2016-05-03 15:00:00 +0000 UTC,61.48,1015,72,Mist
13892,2016-05-03 16:00:00 +0000 UTC,65.53,1016,72,Clouds
13893,2016-05-03 17:00:00 +0000 UTC,68.4,1016,68,Clouds
13894,2016-05-03 18:00:00 +0000 UTC,69.75,1016,68,Clouds
13895,2016-05-03 19:00:00 +0000 UTC,70.95,1016,64,Haze
13896,2016-05-03 20:00:00 +0000 UTC,69.93,1016,60,Haze
13897,2016-05-03 21:00:00 +0000 UTC,71.28,1016,60,Haze
13898,2016-05-03 22:00:00 +0000 UTC,71.89,1015,56,Haze
13899,2016-05-03 23:00:00 +0000 UTC,71.58,1014,60,Haze
13900,2016-05-04 00:00:00 +0000 UTC,69.78,1014,63,Haze
13901,2016-05-04 01:00:00 +0000 UTC,68.16,1014,68,Clouds
13902,2016-05-04 02:00:00 +0000 UTC,64.11,1014,72,Clouds
13903,2016-05-04 03:00:00 +0000 UTC,61.43,1014,77,Clouds
13904,2016-05-04 04:00:00 +0000 UTC,60.04,1016,82,Mist
13905,2016-05-04 05:00:00 +0000 UTC,59.77,1015,72,Mist
13906,2016-05-04 06:00:00 +0000 UTC,59.81,1016,72,Mist
13907,2016-05-04 07:00:00 +0000 UTC,59.67,1016,72,Mist
13908,2016-05-04 08:00:00 +0000 UTC,60.01,1016,72,Mist
13909,2016-05-04 09:00:00 +0000 UTC,59.43,1015,72,Mist
13910,2016-05-04 10:00:00 +0000 UTC,59.38,1015,72,Mist
13911,2016-05-04 11:00:00 +0000 UTC,58.96,1015,72,Mist
13912,2016-05-04 12:00:00 +0000 UTC,58.57,1015,77,Mist
13913,2016-05-04 13:00:00 +0000 UTC,58.69,1014,77,Haze
13914,2016-05-04 13:00:00 +0000 UTC,58.69,1014,77,Mist
13915,2016-05-04 14:00:00 +0000 UTC,60.04,1015,77,Mist
13916,2016-05-04 15:00:00 +0000 UTC,61.2,1015,72,Mist
13917,2016-05-04 16:00:00 +0000 UTC,62.92,1014,77,Mist
13918,2016-05-04 17:00:00 +0000 UTC,63.52,1016,72,Mist
13919,2016-05-04 17:00:00 +0000 UTC,63.52,1016,72,Haze
13920,2016-05-04 18:00:00 +0000 UTC,64.63,1015,63,Haze
13921,2016-05-04 19:00:00 +0000 UTC,65.93,1015,68,Clouds
13922,2016-05-04 20:00:00 +0000 UTC,67.15,1015,63,Clouds
13923,2016-05-04 21:00:00 +0000 UTC,68.25,1014,68,Clouds
13924,2016-05-04 22:00:00 +0000 UTC,68.02,1014,68,Clouds
13925,2016-05-04 23:00:00 +0000 UTC,65.48,1014,68,Clouds
13926,2016-05-05 00:00:00 +0000 UTC,62.96,1014,63,Clouds
13927,2016-05-05 01:00:00 +0000 UTC,62.15,1015,67,Clouds
13928,2016-05-05 02:00:00 +0000 UTC,61.14,1014,59,Clouds
13929,2016-05-05 03:00:00 +0000 UTC,60.46,1014,67,Clouds
13930,2016-05-05 04:00:00 +0000 UTC,59.27,1015,67,Clouds
13931,2016-05-05 05:00:00 +0000 UTC,58.66,1015,67,Clouds
13932,2016-05-05 06:00:00 +0000 UTC,57.18,1015,72,Clouds
13933,2016-05-05 07:00:00 +0000 UTC,57.9,1015,67,Clouds
13934,2016-05-05 08:00:00 +0000 UTC,58.71,1015,67,Clouds
13935,2016-05-05 09:00:00 +0000 UTC,58.69,1014,67,Clouds
13936,2016-05-05 10:00:00 +0000 UTC,58.73,1014,67,Clouds
13937,2016-05-05 11:00:00 +0000 UTC,58.86,1014,67,Rain
13938,2016-05-05 12:00:00 +0000 UTC,58.73,1014,67,Clouds
13939,2016-05-05 13:00:00 +0000 UTC,58.8,1014,63,Clouds
13940,2016-05-05 14:00:00 +0000 UTC,59.05,1014,67,Clouds
13941,2016-05-05 15:00:00 +0000 UTC,60.08,1014,67,Clouds
13942,2016-05-05 16:00:00 +0000 UTC,62.1,1014,67,Clouds
13943,2016-05-05 17:00:00 +0000 UTC,62.74,1014,52,Clouds
13944,2016-05-05 18:00:00 +0000 UTC,64.33,1014,63,Clouds
13945,2016-05-05 19:00:00 +0000 UTC,64.53,1015,55,Clouds
13946,2016-05-05 20:00:00 +0000 UTC,64.65,1014,59,Clouds
13947,2016-05-05 21:00:00 +0000 UTC,63.57,1015,52,Rain
13948,2016-05-05 22:00:00 +0000 UTC,64.47,1014,52,Rain
13949,2016-05-05 23:00:00 +0000 UTC,64.33,1014,52,Clouds
13950,2016-05-06 00:00:00 +0000 UTC,64.18,1013,55,Clouds
13951,2016-05-06 01:00:00 +0000 UTC,64.0,1012,52,Clouds
13952,2016-05-06 02:00:00 +0000 UTC,62.62,1012,55,Clouds
13953,2016-05-06 03:00:00 +0000 UTC,61.65,1012,55,Clouds
13954,2016-05-06 04:00:00 +0000 UTC,61.02,1013,55,Rain
13955,2016-05-06 05:00:00 +0000 UTC,60.75,1013,59,Rain
13956,2016-05-06 05:00:00 +0000 UTC,60.75,1013,59,Mist
13957,2016-05-06 05:00:00 +0000 UTC,60.75,1013,59,Drizzle
13958,2016-05-06 06:00:00 +0000 UTC,59.79,1013,77,Rain
13959,2016-05-06 07:00:00 +0000 UTC,58.06,1013,82,Rain
13960,2016-05-06 07:00:00 +0000 UTC,58.06,1013,82,Mist
13961,2016-05-06 08:00:00 +0000 UTC,57.88,1013,77,Rain
13962,2016-05-06 09:00:00 +0000 UTC,56.57,1012,82,Rain
13963,2016-05-06 10:00:00 +0000 UTC,56.48,1011,87,Rain
13964,2016-05-06 10:00:00 +0000 UTC,56.48,1011,87,Mist
13965,2016-05-06 11:00:00 +0000 UTC,55.6,1012,82,Rain
13966,2016-05-06 11:00:00 +0000 UTC,55.6,1012,82,Mist
13967,2016-05-06 12:00:00 +0000 UTC,55.94,1011,87,Rain
13968,2016-05-06 12:00:00 +0000 UTC,55.94,1011,87,Mist
13969,2016-05-06 13:00:00 +0000 UTC,55.87,1011,82,Rain
13970,2016-05-06 13:00:00 +0000 UTC,55.87,1011,82,Mist
13971,2016-05-06 14:00:00 +0000 UTC,56.08,1012,87,Rain
13972,2016-05-06 14:00:00 +0000 UTC,56.08,1012,87,Mist
13973,2016-05-06 15:00:00 +0000 UTC,56.34,1012,82,Rain
13974,2016-05-06 15:00:00 +0000 UTC,56.34,1012,82,Mist
13975,2016-05-06 16:00:00 +0000 UTC,57.07,1014,72,Rain
13976,2016-05-06 16:00:00 +0000 UTC,57.07,1014,72,Mist
13977,2016-05-06 17:00:00 +0000 UTC,56.77,1014,82,Rain
13978,2016-05-06 17:00:00 +0000 UTC,56.77,1014,82,Mist
13979,2016-05-06 18:00:00 +0000 UTC,58.15,1014,87,Rain
13980,2016-05-06 19:00:00 +0000 UTC,60.26,1014,77,Rain
13981,2016-05-06 20:00:00 +0000 UTC,62.6,1013,72,Rain
13982,2016-05-06 21:00:00 +0000 UTC,63.54,1014,63,Clouds
13983,2016-05-06 22:00:00 +0000 UTC,64.17,1014,59,Rain
13984,2016-05-06 23:00:00 +0000 UTC,64.36,1013,59,Clouds
13985,2016-05-07 00:00:00 +0000 UTC,63.61,1013,63,Clouds
13986,2016-05-07 01:00:00 +0000 UTC,62.01,1013,63,Rain
13987,2016-05-07 02:00:00 +0000 UTC,60.71,1013,63,Clouds
13988,2016-05-07 03:00:00 +0000 UTC,59.52,1014,68,Clouds
13989,2016-05-07 04:00:00 +0000 UTC,59.2,1014,72,Rain
13990,2016-05-07 05:00:00 +0000 UTC,58.06,1015,67,Rain
13991,2016-05-07 06:00:00 +0000 UTC,57.27,1015,67,Rain
13992,2016-05-07 07:00:00 +0000 UTC,56.17,1015,67,Clouds
13993,2016-05-07 08:00:00 +0000 UTC,54.86,1014,82,Clouds
13994,2016-05-07 09:00:00 +0000 UTC,54.99,1015,67,Rain
13995,2016-05-07 10:00:00 +0000 UTC,54.66,1014,77,Rain
13996,2016-05-07 10:00:00 +0000 UTC,54.66,1014,77,Fog
13997,2016-05-07 11:00:00 +0000 UTC,54.5,1014,77,Clouds
13998,2016-05-07 12:00:00 +0000 UTC,55.51,1015,72,Clouds
13999,2016-05-07 13:00:00 +0000 UTC,54.77,1015,72,Rain
14000,2016-05-07 13:00:00 +0000 UTC,54.77,1015,72,Mist
14001,2016-05-07 14:00:00 +0000 UTC,55.96,1015,77,Rain
14002,2016-05-07 14:00:00 +0000 UTC,55.96,1015,77,Mist
14003,2016-05-07 15:00:00 +0000 UTC,58.3,1016,67,Rain
14004,2016-05-07 15:00:00 +0000 UTC,58.3,1016,67,Mist
14005,2016-05-07 16:00:00 +0000 UTC,59.76,1016,72,Clouds
14006,2016-05-07 17:00:00 +0000 UTC,60.28,1017,72,Rain
14007,2016-05-07 17:00:00 +0000 UTC,60.28,1017,72,Mist
14008,2016-05-07 18:00:00 +0000 UTC,61.52,1017,67,Rain
14009,2016-05-07 19:00:00 +0000 UTC,63.61,1016,59,Rain
14010,2016-05-07 20:00:00 +0000 UTC,64.47,1016,59,Clouds
14011,2016-05-07 21:00:00 +0000 UTC,66.58,1016,55,Clouds
14012,2016-05-07 22:00:00 +0000 UTC,67.15,1015,49,Clouds
14013,2016-05-07 23:00:00 +0000 UTC,66.2,1015,59,Clouds
14014,2016-05-08 00:00:00 +0000 UTC,65.91,1015,56,Clouds
14015,2016-05-08 01:00:00 +0000 UTC,64.24,1015,59,Clouds
14016,2016-05-08 02:00:00 +0000 UTC,61.81,1015,72,Clouds
14017,2016-05-08 03:00:00 +0000 UTC,59.86,1015,68,Clouds
14018,2016-05-08 04:00:00 +0000 UTC,58.44,1015,63,Clouds
14019,2016-05-08 05:00:00 +0000 UTC,57.56,1016,68,Clouds
14020,2016-05-08 06:00:00 +0000 UTC,56.68,1015,72,Clouds
14021,2016-05-08 07:00:00 +0000 UTC,55.94,1015,72,Clouds
14022,2016-05-08 08:00:00 +0000 UTC,55.99,1016,67,Rain
14023,2016-05-08 09:00:00 +0000 UTC,55.31,1015,67,Clouds
14024,2016-05-08 10:00:00 +0000 UTC,54.68,1015,67,Rain
14025,2016-05-08 11:00:00 +0000 UTC,54.54,1014,72,Rain
14026,2016-05-08 12:00:00 +0000 UTC,53.76,1014,72,Mist
14027,2016-05-08 13:00:00 +0000 UTC,53.92,1014,72,Clouds
14028,2016-05-08 14:00:00 +0000 UTC,55.92,1014,82,Clouds
14029,2016-05-08 15:00:00 +0000 UTC,59.95,1015,67,Drizzle
14030,2016-05-08 16:00:00 +0000 UTC,61.68,1015,63,Clouds
14031,2016-05-08 17:00:00 +0000 UTC,63.79,1015,63,Clouds
14032,2016-05-08 18:00:00 +0000 UTC,64.83,1016,55,Clouds
14033,2016-05-08 19:00:00 +0000 UTC,66.2,1015,49,Clouds
14034,2016-05-08 20:00:00 +0000 UTC,67.28,1015,49,Clouds
14035,2016-05-08 21:00:00 +0000 UTC,66.7,1015,46,Clouds
14036,2016-05-08 22:00:00 +0000 UTC,66.79,1015,52,Clouds
14037,2016-05-08 23:00:00 +0000 UTC,66.81,1015,52,Clouds
14038,2016-05-09 00:00:00 +0000 UTC,65.62,1015,56,Clouds
14039,2016-05-09 01:00:00 +0000 UTC,65.26,1015,49,Clouds
14040,2016-05-09 02:00:00 +0000 UTC,62.49,1015,59,Clouds
14041,2016-05-09 03:00:00 +0000 UTC,60.76,1015,68,Clouds
14042,2016-05-09 04:00:00 +0000 UTC,59.58,1015,68,Clouds
14043,2016-05-09 05:00:00 +0000 UTC,59.54,1016,72,Clouds
14044,2016-05-09 06:00:00 +0000 UTC,58.95,1016,68,Clouds
14045,2016-05-09 07:00:00 +0000 UTC,59.29,1016,72,Clouds
14046,2016-05-09 08:00:00 +0000 UTC,58.08,1015,82,Clear
14047,2016-05-09 09:00:00 +0000 UTC,58.15,1015,72,Clouds
14048,2016-05-09 10:00:00 +0000 UTC,58.01,1015,68,Rain
14049,2016-05-09 10:00:00 +0000 UTC,58.01,1015,68,Drizzle
14050,2016-05-09 11:00:00 +0000 UTC,58.14,1015,68,Rain
14051,2016-05-09 11:00:00 +0000 UTC,58.14,1015,68,Drizzle
14052,2016-05-09 12:00:00 +0000 UTC,57.43,1015,72,Clouds
14053,2016-05-09 13:00:00 +0000 UTC,56.77,1015,72,Rain
14054,2016-05-09 14:00:00 +0000 UTC,59.4,1016,72,Clouds
14055,2016-05-09 15:00:00 +0000 UTC,61.88,1016,72,Clouds
14056,2016-05-09 16:00:00 +0000 UTC,62.91,1016,68,Clouds
14057,2016-05-09 17:00:00 +0000 UTC,64.15,1016,77,Clouds
14058,2016-05-09 18:00:00 +0000 UTC,64.54,1017,63,Clouds
14059,2016-05-09 19:00:00 +0000 UTC,64.78,1017,63,Clouds
14060,2016-05-09 20:00:00 +0000 UTC,66.4,1016,56,Clouds
14061,2016-05-09 21:00:00 +0000 UTC,67.23,1016,56,Clouds
14062,2016-05-09 22:00:00 +0000 UTC,68.47,1015,56,Clouds
14063,2016-05-09 23:00:00 +0000 UTC,67.62,1015,52,Clouds
14064,2016-05-10 00:00:00 +0000 UTC,66.67,1015,52,Clouds
14065,2016-05-10 01:00:00 +0000 UTC,65.52,1014,56,Clouds
14066,2016-05-10 02:00:00 +0000 UTC,63.23,1014,59,Clouds
14067,2016-05-10 03:00:00 +0000 UTC,60.96,1015,63,Clouds
14068,2016-05-10 04:00:00 +0000 UTC,59.95,1015,68,Clouds
14069,2016-05-10 05:00:00 +0000 UTC,58.98,1015,72,Clouds
14070,2016-05-10 06:00:00 +0000 UTC,59.2,1015,68,Clouds
14071,2016-05-10 07:00:00 +0000 UTC,59.0,1015,68,Clouds
14072,2016-05-10 08:00:00 +0000 UTC,59.41,1015,68,Clouds
14073,2016-05-10 09:00:00 +0000 UTC,59.25,1015,68,Clouds
14074,2016-05-10 10:00:00 +0000 UTC,59.49,1015,63,Clouds
14075,2016-05-10 11:00:00 +0000 UTC,59.45,1015,68,Clouds
14076,2016-05-10 12:00:00 +0000 UTC,59.22,1015,77,Clouds
14077,2016-05-10 13:00:00 +0000 UTC,59.43,1016,72,Clouds
14078,2016-05-10 14:00:00 +0000 UTC,60.01,1016,72,Mist
14079,2016-05-10 15:00:00 +0000 UTC,62.49,1016,68,Clouds
14080,2016-05-10 16:00:00 +0000 UTC,62.2,1016,68,Clouds
14081,2016-05-10 17:00:00 +0000 UTC,63.66,1017,63,Clouds
14082,2016-05-10 18:00:00 +0000 UTC,65.35,1016,59,Clouds
14083,2016-05-10 19:00:00 +0000 UTC,67.53,1016,56,Clouds
14084,2016-05-10 20:00:00 +0000 UTC,69.8,1016,56,Clouds
14085,2016-05-10 21:00:00 +0000 UTC,69.55,1016,56,Clouds
14086,2016-05-10 22:00:00 +0000 UTC,69.67,1016,56,Clouds
14087,2016-05-10 23:00:00 +0000 UTC,68.45,1015,56,Clouds
14088,2016-05-11 00:00:00 +0000 UTC,66.96,1015,64,Clouds
14089,2016-05-11 01:00:00 +0000 UTC,65.23,1015,68,Clouds
14090,2016-05-11 02:00:00 +0000 UTC,63.45,1015,63,Clouds
14091,2016-05-11 03:00:00 +0000 UTC,61.43,1016,68,Clouds
14092,2016-05-11 04:00:00 +0000 UTC,61.5,1016,72,Clouds
14093,2016-05-11 05:00:00 +0000 UTC,61.3,1017,72,Clouds
14094,2016-05-11 06:00:00 +0000 UTC,61.16,1017,72,Clouds
14095,2016-05-11 07:00:00 +0000 UTC,61.3,1017,72,Clouds
14096,2016-05-11 08:00:00 +0000 UTC,61.32,1017,72,Clouds
14097,2016-05-11 09:00:00 +0000 UTC,60.91,1017,72,Clouds
14098,2016-05-11 10:00:00 +0000 UTC,60.8,1016,72,Mist
14099,2016-05-11 11:00:00 +0000 UTC,60.8,1016,72,Mist
14100,2016-05-11 12:00:00 +0000 UTC,60.55,1016,72,Mist
14101,2016-05-11 13:00:00 +0000 UTC,60.35,1017,77,Mist
14102,2016-05-11 14:00:00 +0000 UTC,60.49,1017,72,Mist
14103,2016-05-11 15:00:00 +0000 UTC,61.5,1017,77,Haze
14104,2016-05-11 15:00:00 +0000 UTC,61.5,1017,77,Mist
14105,2016-05-11 16:00:00 +0000 UTC,62.73,1017,72,Haze
14106,2016-05-11 16:00:00 +0000 UTC,62.73,1017,72,Mist
14107,2016-05-11 17:00:00 +0000 UTC,64.08,1017,72,Clouds
14108,2016-05-11 18:00:00 +0000 UTC,67.01,1017,68,Clouds
14109,2016-05-11 19:00:00 +0000 UTC,69.82,1017,60,Clouds
14110,2016-05-11 20:00:00 +0000 UTC,70.75,1017,56,Clouds
14111,2016-05-11 21:00:00 +0000 UTC,71.15,1016,60,Clouds
14112,2016-05-11 22:00:00 +0000 UTC,71.4,1016,60,Haze
14113,2016-05-11 23:00:00 +0000 UTC,69.55,1016,60,Haze
14114,2016-05-12 00:00:00 +0000 UTC,67.28,1016,68,Haze
14115,2016-05-12 01:00:00 +0000 UTC,66.51,1016,64,Haze
14116,2016-05-12 02:00:00 +0000 UTC,64.69,1016,68,Clouds
14117,2016-05-12 03:00:00 +0000 UTC,62.33,1016,72,Clouds
14118,2016-05-12 04:00:00 +0000 UTC,61.5,1017,77,Clouds
14119,2016-05-12 05:00:00 +0000 UTC,61.09,1017,77,Mist
14120,2016-05-12 06:00:00 +0000 UTC,61.27,1017,77,Mist
14121,2016-05-12 07:00:00 +0000 UTC,60.87,1017,77,Mist
14122,2016-05-12 08:00:00 +0000 UTC,60.82,1017,77,Mist
14123,2016-05-12 09:00:00 +0000 UTC,61.59,1017,77,Mist
14124,2016-05-12 10:00:00 +0000 UTC,60.75,1016,72,Mist
14125,2016-05-12 10:00:00 +0000 UTC,60.75,1016,72,Fog
14126,2016-05-12 11:00:00 +0000 UTC,60.42,1016,72,Mist
14127,2016-05-12 11:00:00 +0000 UTC,60.42,1016,72,Fog
14128,2016-05-12 12:00:00 +0000 UTC,59.99,1016,77,Mist
14129,2016-05-12 12:00:00 +0000 UTC,59.99,1016,77,Fog
14130,2016-05-12 13:00:00 +0000 UTC,59.72,1016,77,Mist
14131,2016-05-12 13:00:00 +0000 UTC,59.72,1016,77,Fog
14132,2016-05-12 14:00:00 +0000 UTC,60.39,1017,82,Mist
14133,2016-05-12 14:00:00 +0000 UTC,60.39,1017,82,Haze
14134,2016-05-12 15:00:00 +0000 UTC,61.23,1017,82,Mist
14135,2016-05-12 15:00:00 +0000 UTC,61.23,1017,82,Haze
14136,2016-05-12 16:00:00 +0000 UTC,63.09,1017,82,Mist
14137,2016-05-12 16:00:00 +0000 UTC,63.09,1017,82,Haze
14138,2016-05-12 17:00:00 +0000 UTC,65.68,1017,72,Mist
14139,2016-05-12 17:00:00 +0000 UTC,65.68,1017,72,Haze
14140,2016-05-12 18:00:00 +0000 UTC,69.21,1017,68,Haze
14141,2016-05-12 19:00:00 +0000 UTC,70.05,1017,68,Haze
14142,2016-05-12 20:00:00 +0000 UTC,70.47,1017,68,Haze
14143,2016-05-12 21:00:00 +0000 UTC,71.78,1017,64,Clouds
14144,2016-05-12 22:00:00 +0000 UTC,71.06,1017,60,Haze
14145,2016-05-12 23:00:00 +0000 UTC,70.95,1016,68,Haze
14146,2016-05-13 00:00:00 +0000 UTC,70.34,1016,68,Haze
14147,2016-05-13 01:00:00 +0000 UTC,67.78,1016,68,Haze
14148,2016-05-13 02:00:00 +0000 UTC,64.62,1016,72,Haze
14149,2016-05-13 03:00:00 +0000 UTC,61.83,1016,77,Haze
14150,2016-05-13 04:00:00 +0000 UTC,60.13,1017,77,Haze
14151,2016-05-13 05:00:00 +0000 UTC,60.15,1017,77,Haze
14152,2016-05-13 06:00:00 +0000 UTC,59.34,1017,82,Haze
14153,2016-05-13 07:00:00 +0000 UTC,59.25,1017,77,Haze
14154,2016-05-13 08:00:00 +0000 UTC,58.93,1017,77,Haze
14155,2016-05-13 09:00:00 +0000 UTC,59.31,1016,77,Mist
14156,2016-05-13 09:00:00 +0000 UTC,59.31,1016,77,Haze
14157,2016-05-13 10:00:00 +0000 UTC,59.4,1016,77,Mist
14158,2016-05-13 10:00:00 +0000 UTC,59.4,1016,77,Haze
14159,2016-05-13 11:00:00 +0000 UTC,60.26,1016,77,Mist
14160,2016-05-13 11:00:00 +0000 UTC,60.26,1016,77,Haze
14161,2016-05-13 12:00:00 +0000 UTC,59.76,1016,77,Mist
14162,2016-05-13 12:00:00 +0000 UTC,59.76,1016,77,Haze
14163,2016-05-13 13:00:00 +0000 UTC,58.41,1016,77,Mist
14164,2016-05-13 13:00:00 +0000 UTC,58.41,1016,77,Haze
14165,2016-05-13 13:00:00 +0000 UTC,58.41,1016,77,Fog
14166,2016-05-13 14:00:00 +0000 UTC,59.81,1016,77,Haze
14167,2016-05-13 14:00:00 +0000 UTC,59.81,1016,77,Mist
14168,2016-05-13 15:00:00 +0000 UTC,62.64,1015,82,Haze
14169,2016-05-13 15:00:00 +0000 UTC,62.64,1015,82,Mist
14170,2016-05-13 16:00:00 +0000 UTC,65.46,1016,68,Haze
14171,2016-05-13 17:00:00 +0000 UTC,67.12,1017,68,Haze
14172,2016-05-13 18:00:00 +0000 UTC,68.11,1017,68,Haze
14173,2016-05-13 19:00:00 +0000 UTC,68.7,1017,68,Clouds
14174,2016-05-13 20:00:00 +0000 UTC,69.94,1016,60,Clouds
14175,2016-05-13 21:00:00 +0000 UTC,70.84,1016,56,Clouds
14176,2016-05-13 22:00:00 +0000 UTC,70.41,1016,60,Clouds
14177,2016-05-13 23:00:00 +0000 UTC,69.28,1016,63,Clouds
14178,2016-05-14 00:00:00 +0000 UTC,67.86,1016,63,Clouds
14179,2016-05-14 01:00:00 +0000 UTC,65.48,1016,63,Clouds
14180,2016-05-14 02:00:00 +0000 UTC,63.45,1016,68,Clouds
14181,2016-05-14 03:00:00 +0000 UTC,61.63,1017,72,Clouds
14182,2016-05-14 04:00:00 +0000 UTC,61.32,1017,72,Clouds
14183,2016-05-14 05:00:00 +0000 UTC,60.44,1017,72,Clouds
14184,2016-05-14 06:00:00 +0000 UTC,60.44,1017,68,Haze
14185,2016-05-14 07:00:00 +0000 UTC,60.26,1017,72,Haze
14186,2016-05-14 07:00:00 +0000 UTC,60.26,1017,72,Mist
14187,2016-05-14 08:00:00 +0000 UTC,60.39,1017,72,Haze
14188,2016-05-14 08:00:00 +0000 UTC,60.39,1017,72,Mist
14189,2016-05-14 09:00:00 +0000 UTC,60.31,1017,77,Haze
14190,2016-05-14 09:00:00 +0000 UTC,60.31,1017,77,Mist
14191,2016-05-14 10:00:00 +0000 UTC,60.31,1016,72,Mist
14192,2016-05-14 11:00:00 +0000 UTC,60.17,1016,72,Mist
14193,2016-05-14 12:00:00 +0000 UTC,60.17,1016,77,Mist
14194,2016-05-14 13:00:00 +0000 UTC,60.24,1016,77,Mist
14195,2016-05-14 14:00:00 +0000 UTC,60.1,1016,82,Mist
14196,2016-05-14 15:00:00 +0000 UTC,60.82,1016,77,Drizzle
14197,2016-05-14 15:00:00 +0000 UTC,60.82,1016,77,Mist
14198,2016-05-14 16:00:00 +0000 UTC,61.52,1017,77,Mist
14199,2016-05-14 16:00:00 +0000 UTC,61.52,1017,77,Haze
